"Customer_Name","Promo_Transactions","Total_Transactions","Promo_Response_Rate"
Daniel Hernandez,33,52,63.46
Edward Johnson,33,52,63.46
Linda Johnson,33,52,63.46
Anthony Williams,59,93,63.44
Ashley Taylor,26,41,63.41
Laura Anderson,26,41,63.41
Timothy Thomas,26,41,63.41
Mary Taylor,26,41,63.41
Emily Davis,26,41,63.41
Alexandra Smith,26,41,63.41
Pamela Williams,26,41,63.41
Michael Chavez,26,41,63.41
Jason Johnson,71,112,63.39
Heather Brown,45,71,63.38
Scott Gonzalez,19,30,63.33
Brandon Rodriguez,19,30,63.33
Jennifer Bailey,19,30,63.33
Jose Davis,19,30,63.33
Christine Moore,19,30,63.33
Lisa Martin,38,60,63.33
Timothy Harris,19,30,63.33
Daniel Jackson,38,60,63.33
Jennifer Cruz,19,30,63.33
Sarah Robinson,19,30,63.33
Sean Davis,19,30,63.33
Shawn Miller,19,30,63.33
Christopher Alexander,19,30,63.33
Maria Garcia,19,30,63.33
Michael Flores,38,60,63.33
Brian Perez,19,30,63.33
Zachary Miller,19,30,63.33
Amber Hernandez,19,30,63.33
Joseph Hill,19,30,63.33
Jessica Baker,19,30,63.33
David Rodriguez,76,120,63.33
Andrew Rodriguez,31,49,63.27
Michael Jenkins,31,49,63.27
David Edwards,31,49,63.27
Jennifer Perez,43,68,63.24
Robert Brown,115,182,63.19
Amanda Ortiz,12,19,63.16
Derrick Williams,12,19,63.16
Adam Thomas,12,19,63.16
Dustin Brown,12,19,63.16
Katherine Moore,12,19,63.16
Susan Taylor,12,19,63.16
Megan Hernandez,12,19,63.16
Joshua Howard,12,19,63.16
Joshua Gutierrez,12,19,63.16
Andrea Harris,12,19,63.16
Jasmine Miller,12,19,63.16
Craig Brown,12,19,63.16
Stephen Brown,24,38,63.16
Raymond Johnson,12,19,63.16
Linda Hernandez,12,19,63.16
Dana Williams,12,19,63.16
Laura Edwards,12,19,63.16
Brooke Johnson,12,19,63.16
David Sandoval,12,19,63.16
Brittany Lee,12,19,63.16
Elizabeth Gomez,12,19,63.16
Lisa Olson,12,19,63.16
Christina Baker,12,19,63.16
Jesse Jones,12,19,63.16
Aaron Johnson,36,57,63.16
Jennifer Black,12,19,63.16
Craig Davis,12,19,63.16
Matthew Myers,12,19,63.16
Nicholas Scott,12,19,63.16
Jason Clark,24,38,63.16
Jennifer Pierce,12,19,63.16
James Barrett,12,19,63.16
Susan Martin,12,19,63.16
Robert Ellis,12,19,63.16
Michael West,24,38,63.16
Michelle Cooper,12,19,63.16
Kristina Lopez,12,19,63.16
Lauren Clark,12,19,63.16
Michael Acosta,12,19,63.16
Melissa Lopez,24,38,63.16
Michelle Stewart,12,19,63.16
Mark Cooper,12,19,63.16
Brenda Lee,12,19,63.16
Elizabeth Morris,12,19,63.16
Kevin Ramos,12,19,63.16
Jennifer Banks,12,19,63.16
Jessica Dunn,12,19,63.16
Rebecca Carter,12,19,63.16
Robert Howard,24,38,63.16
Christopher Vasquez,12,19,63.16
Sandra Perez,12,19,63.16
Sara Lopez,12,19,63.16
Scott Phillips,12,19,63.16
Kyle Wilson,12,19,63.16
Donald Jackson,12,19,63.16
Lisa James,12,19,63.16
Patrick Thompson,12,19,63.16
Jonathan Edwards,12,19,63.16
Michael Walker,48,76,63.16
Jennifer Warren,12,19,63.16
David Robertson,12,19,63.16
Tammy Anderson,12,19,63.16
Jeffrey Henderson,12,19,63.16
Elizabeth Nguyen,12,19,63.16
Ryan Sanchez,12,19,63.16
Nancy Martinez,12,19,63.16
David Weber,12,19,63.16
Angelica Smith,12,19,63.16
Cynthia Taylor,12,19,63.16
Jessica Porter,12,19,63.16
Brittany Wilson,12,19,63.16
Amanda Long,12,19,63.16
Heather Adams,12,19,63.16
David Schmidt,12,19,63.16
Jonathan Clark,12,19,63.16
Erin Hernandez,12,19,63.16
Zachary Rodriguez,12,19,63.16
Renee Brown,12,19,63.16
Edward Garcia,12,19,63.16
James Curtis,12,19,63.16
Sarah Reed,12,19,63.16
Lisa Jordan,12,19,63.16
Jordan Williams,24,38,63.16
Jordan Moore,12,19,63.16
Christopher Burns,12,19,63.16
Laura Adams,12,19,63.16
Danielle Allen,12,19,63.16
Jerry Jones,12,19,63.16
Erin Harris,12,19,63.16
Kevin Coleman,12,19,63.16
Joseph Garcia,48,76,63.16
Ashley Phillips,12,19,63.16
Kim Brown,12,19,63.16
John Taylor,53,84,63.1
Thomas Thompson,29,46,63.04
Stephanie Jackson,29,46,63.04
Allison Smith,29,46,63.04
Kimberly Gonzalez,29,46,63.04
James Rogers,29,46,63.04
Christopher Edwards,29,46,63.04
Michael Morales,29,46,63.04
Kelly Smith,75,119,63.03
Stephanie Smith,92,146,63.01
David Hernandez,63,100,63.0
Karen Smith,63,100,63.0
Danielle Thomas,17,27,62.96
Jordan Jones,17,27,62.96
Lisa Rogers,17,27,62.96
Jeffery Johnson,17,27,62.96
Christopher Shaw,17,27,62.96
Jamie Wilson,17,27,62.96
Jacqueline Williams,17,27,62.96
David Daniels,17,27,62.96
Kevin Lewis,17,27,62.96
Scott Nelson,17,27,62.96
Richard Perez,17,27,62.96
Benjamin Jackson,17,27,62.96
Daniel Wood,17,27,62.96
John Sanders,17,27,62.96
Christopher Roberts,34,54,62.96
Brittany Anderson,17,27,62.96
Christine Martin,17,27,62.96
Courtney Brown,17,27,62.96
James Castillo,17,27,62.96
John Alvarez,17,27,62.96
Brianna Smith,17,27,62.96
Nicholas Jackson,17,27,62.96
Douglas Jackson,17,27,62.96
Joshua Scott,17,27,62.96
Jennifer Hamilton,17,27,62.96
Jessica Rivera,17,27,62.96
Jessica Moore,34,54,62.96
Stephanie Hill,17,27,62.96
Elizabeth Martin,34,54,62.96
Bradley Brown,17,27,62.96
Michelle Smith,95,151,62.91
Jennifer Brown,117,186,62.9
Christopher King,39,62,62.9
Jessica Williams,78,124,62.9
David Allen,39,62,62.9
Daniel Smith,127,202,62.87
Michael Sanchez,66,105,62.86
Jessica Davis,66,105,62.86
James Cook,22,35,62.86
James Martinez,66,105,62.86
Melissa White,22,35,62.86
John Patterson,22,35,62.86
Joseph Evans,22,35,62.86
Mark Davis,44,70,62.86
John Evans,22,35,62.86
Tracy Jones,22,35,62.86
Kimberly Walker,22,35,62.86
Michael Alvarez,22,35,62.86
Ryan Walker,22,35,62.86
Gary Jones,22,35,62.86
Monica Johnson,22,35,62.86
Michael Thompson,88,140,62.86
Jennifer Parker,27,43,62.79
Crystal Williams,27,43,62.79
Nicole Martinez,27,43,62.79
Mark Moore,27,43,62.79
David Nguyen,27,43,62.79
Robert Morris,27,43,62.79
Michael Ford,27,43,62.79
David Smith,194,309,62.78
Thomas Moore,32,51,62.75
Michelle Wilson,32,51,62.75
Sarah Thomas,32,51,62.75
Melissa Moore,32,51,62.75
Lauren Johnson,32,51,62.75
Amber Smith,42,67,62.69
Joseph Smith,121,193,62.69
Thomas Miller,47,75,62.67
Jennifer Taylor,72,115,62.61
Matthew Johnson,92,147,62.59
Christopher Jones,112,179,62.57
Carrie Phillips,5,8,62.5
Jenna Garcia,5,8,62.5
Julie Moss,5,8,62.5
John Acosta,5,8,62.5
Dylan Moore,5,8,62.5
Shannon Morales,5,8,62.5
Anthony Tyler,5,8,62.5
David Manning,5,8,62.5
Jennifer Brock,5,8,62.5
Amy Obrien,5,8,62.5
Aaron Rodriguez,15,24,62.5
Lisa Gates,5,8,62.5
Seth Martin,5,8,62.5
Edward Rodriguez,15,24,62.5
Amanda Bender,5,8,62.5
Jennifer Adkins,5,8,62.5
Rebecca Weber,5,8,62.5
Darlene Miller,5,8,62.5
Derrick Brown,10,16,62.5
Richard Harper,5,8,62.5
Corey Miller,10,16,62.5
Andrew Foster,5,8,62.5
Matthew Greene,10,16,62.5
James Stewart,25,40,62.5
Brandon Simmons,5,8,62.5
Larry Green,5,8,62.5
William Juarez,5,8,62.5
Debra Gomez,5,8,62.5
Kelly Tucker,5,8,62.5
Adam Silva,5,8,62.5
David Drake,5,8,62.5
Lisa Massey,5,8,62.5
Benjamin Hernandez,15,24,62.5
Tina Hughes,5,8,62.5
Kathleen Richardson,5,8,62.5
James Carey,5,8,62.5
Matthew Leon,5,8,62.5
Aaron Hamilton,5,8,62.5
Spencer Hernandez,5,8,62.5
Morgan Wilson,5,8,62.5
Michelle Novak,5,8,62.5
Charles Ruiz,5,8,62.5
David Whitehead,5,8,62.5
David Farmer,5,8,62.5
Elizabeth Berry,5,8,62.5
Lindsay Jackson,5,8,62.5
Justin Walton,5,8,62.5
Paul Hanson,5,8,62.5
Deborah Rogers,5,8,62.5
Ryan Ramos,5,8,62.5
Eric Reeves,5,8,62.5
Ashley Swanson,5,8,62.5
David Pollard,5,8,62.5
Dylan Thomas,5,8,62.5
Angela Henderson,5,8,62.5
Christopher Carroll,10,16,62.5
Jeffrey Price,5,8,62.5
John Lynch,10,16,62.5
Veronica Thompson,5,8,62.5
Ashley Kennedy,5,8,62.5
Joshua Griffin,10,16,62.5
Nicholas Mendez,5,8,62.5
Roger Miller,5,8,62.5
Laura Gregory,5,8,62.5
Brian Jacobs,5,8,62.5
Marc Jones,5,8,62.5
Christine Mccormick,5,8,62.5
Kyle Ramirez,5,8,62.5
Tiffany Alexander,5,8,62.5
Connor Garcia,5,8,62.5
John Paul,5,8,62.5
Bonnie Thomas,5,8,62.5
Samuel Collins,5,8,62.5
John Trevino,5,8,62.5
Mary Vargas,5,8,62.5
Michael Nash,5,8,62.5
Christina Pena,5,8,62.5
Jason Day,5,8,62.5
Allison Gonzalez,5,8,62.5
James Burnett,5,8,62.5
Patricia Schwartz,5,8,62.5
Kimberly Martin,40,64,62.5
Jeffery Diaz,5,8,62.5
Brittany Ramos,5,8,62.5
Timothy Price,5,8,62.5
Matthew Harvey,5,8,62.5
David Monroe,5,8,62.5
Mark Rice,5,8,62.5
Kim Phillips,5,8,62.5
Thomas Reyes,5,8,62.5
Dennis Hernandez,5,8,62.5
Jessica Joseph,5,8,62.5
Ryan Wood,10,16,62.5
Teresa Morris,5,8,62.5
Stephanie Castro,5,8,62.5
Anthony Woodard,5,8,62.5
Christopher Sexton,5,8,62.5
Tamara Martinez,5,8,62.5
Natalie Hernandez,10,16,62.5
Vincent Martinez,5,8,62.5
Julian Smith,5,8,62.5
Tiffany Reyes,5,8,62.5
Joseph Mcguire,5,8,62.5
Paul Owens,5,8,62.5
Rhonda Davis,10,16,62.5
Mary Curtis,5,8,62.5
Logan Gonzalez,5,8,62.5
George Carter,5,8,62.5
Lindsey Rogers,5,8,62.5
Emily Ford,5,8,62.5
Brian Farrell,5,8,62.5
Kristen Howard,5,8,62.5
Benjamin Myers,5,8,62.5
Jennifer Gross,5,8,62.5
Caitlin Moore,5,8,62.5
Donald Cooper,5,8,62.5
Daniel Chambers,5,8,62.5
Stephanie Lyons,5,8,62.5
David Reyes,25,40,62.5
Richard Aguilar,5,8,62.5
Kara Thompson,5,8,62.5
Daniel Lynch,5,8,62.5
Rebecca Ryan,5,8,62.5
Katherine Collins,5,8,62.5
Diana Johnson,20,32,62.5
Deanna Stewart,5,8,62.5
Joseph Sutton,5,8,62.5
Diana Baker,5,8,62.5
Thomas Wells,5,8,62.5
Aaron Cruz,5,8,62.5
William Moody,5,8,62.5
Julie Greene,5,8,62.5
Steven Carroll,5,8,62.5
Brandon Graham,5,8,62.5
Denise Russell,5,8,62.5
Timothy Brooks,10,16,62.5
Stephanie Owens,10,16,62.5
Patricia Hudson,5,8,62.5
Charles Cortez,5,8,62.5
Corey Clark,5,8,62.5
Kayla Kelly,5,8,62.5
Kevin Mendoza,10,16,62.5
Shane Walker,5,8,62.5
Erin Rogers,5,8,62.5
John Burgess,5,8,62.5
Nicholas Harrison,5,8,62.5
Shannon Adams,10,16,62.5
Joshua Lucas,5,8,62.5
Ronald Price,5,8,62.5
Angela Montgomery,5,8,62.5
Stephen Dean,5,8,62.5
Maria Johnson,35,56,62.5
Jason Allison,5,8,62.5
Matthew Cannon,5,8,62.5
Eric Burke,5,8,62.5
Maria Evans,5,8,62.5
Breanna Johnson,5,8,62.5
Alexis Stewart,5,8,62.5
Teresa Hall,5,8,62.5
James Hancock,5,8,62.5
Larry Gray,5,8,62.5
Mary Hogan,5,8,62.5
James Chaney,5,8,62.5
Melissa Gonzalez,25,40,62.5
Ronald Griffin,5,8,62.5
Mike Davis,5,8,62.5
Shelly Jones,5,8,62.5
Michelle Benson,5,8,62.5
Ralph Jones,5,8,62.5
James Phelps,5,8,62.5
William Kelley,5,8,62.5
Brian Page,5,8,62.5
Michael Baxter,5,8,62.5
Nicholas Reed,5,8,62.5
Kevin Graham,5,8,62.5
Brian Fox,5,8,62.5
Karen Kim,5,8,62.5
Joshua Curtis,5,8,62.5
Keith Perry,5,8,62.5
Lawrence Johnson,10,16,62.5
Jillian Jones,5,8,62.5
Christopher Daniels,10,16,62.5
Robert Fischer,5,8,62.5
Alexis Morris,5,8,62.5
Daniel Gallagher,5,8,62.5
Matthew Navarro,5,8,62.5
Adam Mcdonald,5,8,62.5
Scott Fox,5,8,62.5
James Orozco,5,8,62.5
Elizabeth Marquez,5,8,62.5
Jason Morris,10,16,62.5
Brett White,5,8,62.5
James Ibarra,5,8,62.5
Ryan Hansen,5,8,62.5
Mark Warren,5,8,62.5
Jennifer Hall,40,64,62.5
Jamie Schmidt,5,8,62.5
Jodi Davis,5,8,62.5
Brian Nunez,5,8,62.5
Ryan Grant,5,8,62.5
Angela Curtis,5,8,62.5
James Benitez,5,8,62.5
Scott Mendez,5,8,62.5
Justin Barker,5,8,62.5
William Lloyd,5,8,62.5
Ann Allen,5,8,62.5
James Collier,5,8,62.5
Benjamin Jordan,5,8,62.5
Karen Scott,10,16,62.5
Kendra Jackson,5,8,62.5
Kelly Hoffman,5,8,62.5
Ronald Moreno,5,8,62.5
Jennifer Giles,5,8,62.5
Jamie Hayes,5,8,62.5
Anthony Hays,5,8,62.5
Barbara Murray,5,8,62.5
Christopher Reyes,15,24,62.5
Larry Morris,5,8,62.5
Timothy Day,5,8,62.5
Jonathan Bradley,5,8,62.5
Beth Taylor,5,8,62.5
Toni Davis,5,8,62.5
Rachel Delgado,5,8,62.5
Timothy Hicks,5,8,62.5
Dennis White,5,8,62.5
David Bautista,5,8,62.5
Ryan Mason,5,8,62.5
Dennis Simmons,5,8,62.5
Curtis Moore,5,8,62.5
Daniel Powers,5,8,62.5
Ryan Owens,5,8,62.5
Katie Martinez,5,8,62.5
Brenda Jackson,10,16,62.5
Paul Vargas,5,8,62.5
Zachary Turner,5,8,62.5
Kayla Miller,15,24,62.5
Paul Murphy,10,16,62.5
Kendra Jones,5,8,62.5
Derek Johnson,20,32,62.5
John Gilmore,5,8,62.5
Eric Bennett,10,16,62.5
Taylor Lee,10,16,62.5
Steven Ferguson,5,8,62.5
Ashley Fernandez,5,8,62.5
Brian Wu,5,8,62.5
Kimberly Larsen,5,8,62.5
Jeffery Thomas,5,8,62.5
Tina Porter,5,8,62.5
Hannah Thomas,5,8,62.5
Barry Jones,5,8,62.5
Paul Perry,5,8,62.5
Karen Perez,15,24,62.5
Christina Porter,5,8,62.5
Michael Cross,10,16,62.5
Kelly Knight,5,8,62.5
Heidi Lopez,5,8,62.5
Robert Poole,5,8,62.5
John Sherman,5,8,62.5
Laura Jackson,25,40,62.5
Jacob Brooks,5,8,62.5
Amanda Webster,5,8,62.5
Jeffrey Hoffman,5,8,62.5
Nathan Richardson,5,8,62.5
Patricia Sullivan,5,8,62.5
Nathaniel Moore,5,8,62.5
Samantha Jimenez,5,8,62.5
Gina Thomas,5,8,62.5
Gregory Clark,10,16,62.5
Stephen White,15,24,62.5
Melissa Schneider,5,8,62.5
Sarah Gallegos,5,8,62.5
Amanda Rice,5,8,62.5
Kevin Bailey,10,16,62.5
Samantha Wallace,5,8,62.5
Christina Morris,10,16,62.5
Colleen Johnson,10,16,62.5
Kyle Jenkins,5,8,62.5
Jose Stewart,5,8,62.5
Paul Stevens,5,8,62.5
Jacob Shaw,5,8,62.5
Eric Gardner,5,8,62.5
Jennifer Nash,5,8,62.5
Shannon Jackson,20,32,62.5
Natalie Stewart,5,8,62.5
Joseph Barton,5,8,62.5
Jason Aguilar,5,8,62.5
Mary Luna,5,8,62.5
Tammy Martinez,15,24,62.5
Eric Russell,5,8,62.5
Melissa Willis,5,8,62.5
Austin Bennett,5,8,62.5
Susan Russell,5,8,62.5
Sandra Perry,5,8,62.5
James Pitts,5,8,62.5
Douglas Anderson,10,16,62.5
Ryan Brewer,5,8,62.5
Rebecca Duncan,5,8,62.5
Taylor Sanchez,5,8,62.5
Michael Gould,10,16,62.5
John Higgins,5,8,62.5
Elizabeth Knight,5,8,62.5
Daniel Carlson,5,8,62.5
Jimmy Hernandez,5,8,62.5
Alicia Lewis,5,8,62.5
Megan Lucas,5,8,62.5
Christopher Paul,5,8,62.5
Timothy Duncan,5,8,62.5
Denise Martinez,10,16,62.5
Jason Webb,5,8,62.5
Susan Rogers,5,8,62.5
Emily Clark,15,24,62.5
Marcus Lee,5,8,62.5
Leah Wilson,5,8,62.5
Brenda Edwards,5,8,62.5
Corey Davis,10,16,62.5
John Mccormick,5,8,62.5
Justin Weaver,5,8,62.5
Christine Foster,5,8,62.5
Kevin Vazquez,5,8,62.5
James Horn,5,8,62.5
Elizabeth Patrick,5,8,62.5
Joseph Camacho,5,8,62.5
Steven Campbell,15,24,62.5
Susan Perry,5,8,62.5
Amy Gibson,5,8,62.5
Jessica Jones,75,120,62.5
Karen Stewart,5,8,62.5
Steven Boyd,5,8,62.5
Elizabeth Barnes,5,8,62.5
Corey Thomas,5,8,62.5
Andrew Meyer,5,8,62.5
Alan Jones,10,16,62.5
Brian Vargas,5,8,62.5
Joseph Hardy,5,8,62.5
Rebecca Jenkins,5,8,62.5
Adam Carter,10,16,62.5
Ashley Kerr,5,8,62.5
Gregory Green,10,16,62.5
Paul Fleming,5,8,62.5
Marilyn Smith,5,8,62.5
Jeffrey Chen,5,8,62.5
Allen Thomas,5,8,62.5
Emma Brown,5,8,62.5
Stephen Walker,10,16,62.5
Stephen Jenkins,5,8,62.5
Benjamin Carter,5,8,62.5
Julie Beck,5,8,62.5
Linda Carroll,5,8,62.5
Michael Bass,5,8,62.5
John Waters,5,8,62.5
Martin Martinez,5,8,62.5
Tiffany Johnson,40,64,62.5
Sarah Ryan,5,8,62.5
Jesus Moore,5,8,62.5
Amy Simmons,5,8,62.5
Mary Tran,5,8,62.5
Jason Welch,5,8,62.5
Jeffery Hernandez,5,8,62.5
William Benson,5,8,62.5
Felicia Perez,5,8,62.5
Scott Boyd,5,8,62.5
Tim Smith,5,8,62.5
Elizabeth Pena,5,8,62.5
Daniel Wright,25,40,62.5
Rachel Clark,15,24,62.5
Paul Ramirez,10,16,62.5
James Estrada,15,24,62.5
Kelly Riley,5,8,62.5
Mark Chambers,5,8,62.5
Thomas Parsons,5,8,62.5
Samantha Carter,5,8,62.5
Danielle Peterson,5,8,62.5
Taylor Porter,5,8,62.5
Tiffany Cox,5,8,62.5
Courtney Collins,5,8,62.5
Amanda Mccormick,5,8,62.5
Luke Davis,5,8,62.5
Heather Castillo,5,8,62.5
Randy Baker,5,8,62.5
Ashley Bishop,5,8,62.5
Chad Chavez,5,8,62.5
James Malone,5,8,62.5
Kimberly Chandler,5,8,62.5
David Kelly,15,24,62.5
Matthew Page,5,8,62.5
Todd Mitchell,5,8,62.5
Jennifer Carey,5,8,62.5
Rachel Holmes,5,8,62.5
David Lang,5,8,62.5
Charles Kennedy,5,8,62.5
Steven Morrison,5,8,62.5
Nicole Washington,5,8,62.5
Elizabeth Willis,5,8,62.5
Brian Garner,5,8,62.5
Christina Patel,5,8,62.5
Jeremy Richardson,5,8,62.5
Charles Butler,5,8,62.5
Patricia Allen,10,16,62.5
Mark Boyd,10,16,62.5
James Krause,5,8,62.5
David Hartman,5,8,62.5
Joshua Robinson,20,32,62.5
Tyler Barnes,5,8,62.5
Christopher Ball,5,8,62.5
Rebecca Cole,5,8,62.5
Raymond Wallace,5,8,62.5
Dustin Harris,10,16,62.5
Scott Castillo,5,8,62.5
Richard Santiago,5,8,62.5
Scott Soto,5,8,62.5
Anthony Graves,5,8,62.5
Michael Shannon,5,8,62.5
John Camacho,5,8,62.5
Tonya Wilson,5,8,62.5
Michael Li,5,8,62.5
Diane Clark,5,8,62.5
Melissa Wong,5,8,62.5
Jason Miller,45,72,62.5
Dawn Ross,5,8,62.5
Michael Lewis,55,88,62.5
Michael Craig,10,16,62.5
Chad Mitchell,5,8,62.5
Brooke Harris,5,8,62.5
Christina Evans,10,16,62.5
Christine Watson,5,8,62.5
Stacey Harris,5,8,62.5
Peter Davis,10,16,62.5
Jordan Young,5,8,62.5
Bruce Lee,5,8,62.5
Stephen Larson,5,8,62.5
Ronald Mason,5,8,62.5
Emily Kim,5,8,62.5
Anne Anderson,5,8,62.5
Adam Black,5,8,62.5
Steven Vargas,5,8,62.5
Kathleen Hill,5,8,62.5
Amy Lawrence,5,8,62.5
Leslie Martin,5,8,62.5
Michael Gonzalez,85,136,62.5
Courtney Lewis,5,8,62.5
Bonnie Hernandez,5,8,62.5
Jeffrey Stone,5,8,62.5
Dylan Jackson,5,8,62.5
Paul Wong,5,8,62.5
Amanda Blake,5,8,62.5
John Carey,5,8,62.5
Julie Collins,5,8,62.5
Amanda Castro,10,16,62.5
John Juarez,5,8,62.5
Amber Price,5,8,62.5
Mary Gallegos,5,8,62.5
Erika Moore,5,8,62.5
Luis Miller,10,16,62.5
Stephanie Guzman,5,8,62.5
Monica Baker,5,8,62.5
Suzanne Hernandez,5,8,62.5
Jennifer Mack,5,8,62.5
Todd Washington,5,8,62.5
Kevin Guerrero,5,8,62.5
Karen White,15,24,62.5
Mary Silva,5,8,62.5
Alexis Gonzalez,5,8,62.5
Karen Walters,5,8,62.5
James Lamb,5,8,62.5
John Reese,5,8,62.5
Christopher Chapman,10,16,62.5
Christopher Curry,5,8,62.5
George Nichols,5,8,62.5
Michael Matthews,15,24,62.5
Lori Bennett,5,8,62.5
Gregory Davis,25,40,62.5
Bryan Allen,5,8,62.5
James Holt,5,8,62.5
Anthony Pearson,5,8,62.5
Hannah Coleman,5,8,62.5
Adam Pierce,5,8,62.5
Lisa Newman,5,8,62.5
Charles Johnston,5,8,62.5
Tiffany Wallace,5,8,62.5
Jared King,5,8,62.5
Tiffany Reed,5,8,62.5
Elizabeth Rowe,5,8,62.5
Rachel Mcdonald,5,8,62.5
Stephanie Rhodes,5,8,62.5
Sandra Richardson,5,8,62.5
Donald Castillo,5,8,62.5
Katherine Thomas,10,16,62.5
Daniel Mckinney,5,8,62.5
Vincent Martin,5,8,62.5
Thomas Russell,5,8,62.5
Shawn Edwards,5,8,62.5
Zachary Fisher,5,8,62.5
Thomas Barrett,5,8,62.5
Carrie Nelson,5,8,62.5
Kimberly Byrd,5,8,62.5
Rebecca Powell,5,8,62.5
Linda Clark,15,24,62.5
Kyle Adams,5,8,62.5
Andrew Cunningham,5,8,62.5
Brian Nelson,20,32,62.5
Frank Harris,5,8,62.5
Jonathan Lynch,5,8,62.5
Angela Shaw,5,8,62.5
Cynthia Watson,5,8,62.5
Nicole Gordon,5,8,62.5
Victoria Tucker,5,8,62.5
Luis Anderson,5,8,62.5
Mariah Johnson,5,8,62.5
Karen Garza,5,8,62.5
Brandon Reynolds,5,8,62.5
Jonathan Ruiz,5,8,62.5
Michael Farrell,5,8,62.5
Ashley Nichols,5,8,62.5
Amy Contreras,5,8,62.5
Sarah Andrews,5,8,62.5
Kevin Jenkins,10,16,62.5
Mary Burns,5,8,62.5
John Ochoa,5,8,62.5
Robert Francis,5,8,62.5
Jessica House,5,8,62.5
Lauren Hughes,5,8,62.5
Manuel Thomas,5,8,62.5
Christopher Kirby,5,8,62.5
Stephanie Moreno,5,8,62.5
Stephanie Reid,5,8,62.5
Leslie Sanchez,5,8,62.5
Mark Shaw,5,8,62.5
Debra Woods,5,8,62.5
Lisa Herman,5,8,62.5
Jason Bolton,5,8,62.5
Michael Roberts,40,64,62.5
Chelsea White,5,8,62.5
Rebecca Hart,5,8,62.5
Danielle Stevens,5,8,62.5
Richard Hill,20,32,62.5
Amy Olson,5,8,62.5
Anthony Schwartz,5,8,62.5
Ronald Rodriguez,10,16,62.5
Matthew Beasley,5,8,62.5
Jennifer Sosa,5,8,62.5
Randall Jones,5,8,62.5
James Hobbs,5,8,62.5
John Tyler,5,8,62.5
Craig Thompson,5,8,62.5
Jennifer Mcguire,5,8,62.5
Ronald Morris,10,16,62.5
Melissa Chen,5,8,62.5
David Wolf,5,8,62.5
Deborah Diaz,5,8,62.5
Joseph Peters,5,8,62.5
Thomas Mcdonald,5,8,62.5
Richard Dean,5,8,62.5
Stephanie Stevens,5,8,62.5
Jason Lee,25,40,62.5
Rebecca Warner,5,8,62.5
Joseph Mccoy,5,8,62.5
Erin Torres,5,8,62.5
Gerald Davis,5,8,62.5
Gregory Gutierrez,5,8,62.5
Danielle Long,5,8,62.5
William Merritt,5,8,62.5
John Blankenship,5,8,62.5
Patricia Richardson,5,8,62.5
Brittany Crawford,5,8,62.5
Karen Dixon,5,8,62.5
Miranda Harris,5,8,62.5
Terry Davis,10,16,62.5
Paul Brooks,5,8,62.5
Thomas Herrera,5,8,62.5
Richard Carter,5,8,62.5
Thomas Schmidt,5,8,62.5
Terri Thomas,5,8,62.5
Jacqueline Green,5,8,62.5
Charles Phillips,15,24,62.5
Jose Gomez,5,8,62.5
Lisa Campbell,20,32,62.5
Gina Jackson,5,8,62.5
Shawn Howard,5,8,62.5
Tiffany Olson,5,8,62.5
Pamela Mendoza,5,8,62.5
Martin Lopez,5,8,62.5
Lori Hawkins,5,8,62.5
Mark Moreno,5,8,62.5
Jessica Miller,45,72,62.5
Patricia Wood,5,8,62.5
Heather Arnold,5,8,62.5
David Lucas,5,8,62.5
April Roberts,5,8,62.5
Kevin Adkins,5,8,62.5
Tracy Davidson,5,8,62.5
Richard Harvey,5,8,62.5
Stephanie Chambers,5,8,62.5
Adam Holmes,5,8,62.5
Mark Park,5,8,62.5
Jason Reyes,10,16,62.5
Denise Ramirez,5,8,62.5
Sarah Torres,20,32,62.5
Elizabeth Goodman,5,8,62.5
Wendy Palmer,5,8,62.5
Nicholas Fuller,5,8,62.5
Ashley Carpenter,5,8,62.5
Laura Nichols,5,8,62.5
Caleb Nelson,5,8,62.5
Renee Hall,5,8,62.5
Molly Green,5,8,62.5
Deborah Duncan,5,8,62.5
Kimberly Rowe,5,8,62.5
James Delacruz,5,8,62.5
Logan Smith,10,16,62.5
Daniel Olsen,5,8,62.5
Pamela Kim,5,8,62.5
Jason Lynch,5,8,62.5
Christopher Gates,5,8,62.5
James Steele,5,8,62.5
Katelyn Martin,5,8,62.5
Justin Stevens,5,8,62.5
Debra Sanchez,5,8,62.5
John Cantrell,5,8,62.5
Cindy Roberts,5,8,62.5
Jesse Moore,5,8,62.5
Kenneth Watson,5,8,62.5
Jack Wilson,5,8,62.5
Danny Garcia,5,8,62.5
Sarah Stephens,5,8,62.5
Hannah Mitchell,5,8,62.5
Carlos Jackson,5,8,62.5
Jose Allen,5,8,62.5
Laura Cook,5,8,62.5
Stephen Nguyen,5,8,62.5
James Tate,5,8,62.5
Elizabeth Taylor,40,64,62.5
Elizabeth Ortega,5,8,62.5
Katherine Baker,10,16,62.5
Nichole Smith,5,8,62.5
Alicia Gonzalez,10,16,62.5
John Trujillo,5,8,62.5
Lisa Schwartz,5,8,62.5
Kathryn Edwards,5,8,62.5
Nicholas Romero,5,8,62.5
Sarah Byrd,5,8,62.5
Crystal Fowler,5,8,62.5
Martin Harris,5,8,62.5
Ashley Lane,5,8,62.5
Brittany Dunn,5,8,62.5
Jennifer Owen,5,8,62.5
Nathan Martin,10,16,62.5
